timestamp,strategy,game_id,rejections,admitted,success,duration_seconds
2025-09-06T11:25:37.157679,rbcr,c6d7e353-e303-4d03-a1a9-a2a555b99608,824,972,True,0.0
2025-09-06T11:25:51.497792,rbcr,568f023f-536b-4566-bc38-8762dc98cce7,808,971,True,0.0
2025-09-06T11:25:55.625363,rbcr,fadd019e-ce4c-4eeb-bc7c-eb8b5c950e71,837,983,True,0.0
2025-09-06T11:25:59.375850,perfect,6f8ccb7f-43b9-4b1e-a4eb-9d3527402217,819,926,True,0.0
2025-09-06T11:26:20.354270,rbcr,58725a04-250b-4252-a0f8-b24a827a804b,808,962,True,0.0
2025-09-06T11:26:24.079533,rbcr,806a3ba6-8778-4c29-9c87-9ee2da315c51,817,988,True,0.0
2025-09-06T11:26:45.622675,dual,93f7dc45-5323-4513-bfe9-016571873b19,839,927,True,0.0
2025-09-06T11:26:49.412459,rbcr2,36ba4593-e4ae-4627-882b-9886af820e3a,811,975,True,0.0
2025-09-06T11:27:08.269480,rbcr,7b8f350b-7f8d-4d8c-9cec-16cbeaf52ca1,835,982,True,0.0
2025-09-06T11:27:38.975702,apex,696cb4d9-c5dd-4589-b34b-d548ac09a63a,825,922,True,0.0
2025-09-06T11:27:42.717353,rbcr,f422dcf1-e4c2-4e30-830d-5ce7837770aa,810,963,True,0.0
2025-09-06T11:27:57.877276,rbcr,709ba7d5-c7ff-4b7d-b4c8-e5f12434f2d5,836,977,True,0.0
2025-09-06T11:28:01.439782,rbcr,81d44d19-6a95-4d1a-87f7-03e715d0fa5b,838,992,True,0.0
2025-09-06T11:28:05.196442,rbcr,988a2f6c-f4da-4a8b-aa61-3cf9c1e1d7dc,846,997,True,0.0
2025-09-06T11:28:08.652114,rbcr,98de642c-23ac-471e-b6df-1dd083ee1007,826,983,True,0.0
2025-09-06T11:28:12.113504,rbcr,70a6379e-f917-4f9f-8f3a-726c7ae29f95,787,968,True,0.0
2025-09-06T11:28:26.252984,rbcr,238a642e-0439-4f61-8281-db65776d8778,797,977,True,0.0
2025-09-06T11:28:33.377223,rbcr,fe04ab36-b7a8-4672-9102-89e2a978cd83,841,996,True,0.0
2025-09-06T11:28:47.399651,rbcr,f982575a-9ab5-4444-a503-516947f28265,821,984,True,0.0
2025-09-06T11:28:59.312290,ultimate2,0eae6b75-eba0-4cfd-8bfe-3cd49644c6fa,825,919,True,0.0
2025-09-06T11:29:02.579787,rbcr,2b30435e-97ea-4e63-b571-f081ac4a4e22,827,987,True,0.0
2025-09-06T11:29:06.086590,perfect,03dd1569-2578-4ec8-af89-74135dbc8e0e,836,907,True,0.0
2025-09-06T11:29:09.854106,rbcr,393a063e-e11c-4732-b045-0da5266edd2b,817,973,True,0.0
2025-09-06T11:29:21.107981,rbcr,cc2c72ee-3591-40a3-b12b-9b393bbe81fc,828,981,True,0.0
2025-09-06T11:29:28.960330,rbcr,b071495e-e4d1-41a7-ae91-3723bc881c42,824,956,True,0.0
2025-09-06T11:29:36.974813,rbcr2,4fc257b7-c62e-4b79-a086-f3a1f28e221f,787,977,True,0.0
2025-09-06T11:29:37.037151,rbcr,e6443670-d250-4baa-91ac-636341d6bd29,827,962,True,0.0
2025-09-06T11:35:37.545521,rbcr,1f216eae-434d-4314-8537-2cd4879a303d,803,959,True,0.0
2025-09-06T11:35:41.854743,rbcr,357d3d58-eed1-4574-834a-6e3a923354dd,844,968,True,0.0
2025-09-06T11:35:41.865201,rbcr,d631b341-9152-4f6f-b7c9-59ecbefa7cc1,834,968,True,0.0
2025-09-06T11:35:41.890006,rbcr,42cd3a8d-0561-4383-aaed-49b3ff18cbdb,867,977,True,0.0
2025-09-06T11:35:41.915450,rbcr,f94fcd11-6460-4335-b463-87e43940c9b5,878,996,True,0.0
2025-09-06T11:35:44.143961,rbcr,fe4e2214-4d11-4f2f-b2c7-8af4201448aa,807,968,True,0.0
2025-09-06T11:35:44.216861,rbcr,7905dc8d-d980-4072-8cfc-9fba9d9aa55f,853,980,True,0.0
2025-09-06T11:35:46.642752,rbcr,39643d2f-d5de-4925-a0a1-03d76248f9ca,861,972,True,0.0
2025-09-06T11:35:48.949417,rbcr,a62358d9-522a-4c41-8953-76dda1c47220,840,993,True,0.0
2025-09-06T11:35:48.980345,rbcr,c405dc23-73a3-436f-b790-262adf938b3b,860,999,True,0.0
2025-09-06T11:35:51.129737,rbcr,82989525-cde5-4dd7-960c-b6e0448567ec,861,986,True,0.0
2025-09-06T11:35:51.130030,rbcr,ed5142be-fb5e-412c-919e-fe98bbeabbae,870,974,True,0.0
2025-09-06T11:35:53.219387,rbcr,5c5f3e09-e657-49a5-8be1-0896662cb534,829,985,True,0.0
2025-09-06T11:35:55.448379,rbcr,db3dbe6c-59ce-4c97-9d58-830b39bf66bb,850,983,True,0.0
2025-09-06T11:35:55.535912,rbcr,d3f60228-d766-48c9-ae63-be96163910dd,877,993,True,0.0
2025-09-06T11:35:57.825194,rbcr,a7a17b64-abaa-4c9b-a01c-84fc51e16e40,896,990,True,0.0
2025-09-06T11:36:00.082009,rbcr,e0aed13e-b914-448a-a92f-555a4de2b862,848,983,True,0.0
2025-09-06T11:36:02.315842,rbcr,b0cf14d9-afd5-4515-b9e4-9f53287cfb48,828,978,True,0.0
2025-09-06T11:36:02.337876,rbcr,9514fa13-7961-4b05-914c-9a26c9df10b4,823,990,True,0.0
2025-09-06T11:36:04.414854,rbcr,852cf79f-cf27-46f9-bc10-71e319c87367,856,990,True,0.0
2025-09-06T11:37:22.119124,ultimate2,fb8d416c-3ee6-48e6-87c1-7bcd0465bf76,835,923,True,0.0
2025-09-06T11:37:31.002795,rbcr,4d0d5d13-404c-4370-9422-8dbcea7971e8,844,992,True,0.0
2025-09-06T11:37:32.483300,rbcr2,bda6b643-3132-4232-a4a1-0d1ee67fb3c0,812,997,True,0.0
2025-09-06T11:37:36.685315,rbcr,d82ef3ab-11cc-4bcd-929e-e389ee03cc75,841,997,True,0.0
2025-09-06T11:37:41.448438,rbcr,2aa4a740-fbe2-4696-ad98-d554dc1b5aa6,840,996,True,0.0
2025-09-06T11:37:45.390255,dual,3a53c3fb-c8c2-45e0-8244-8f738eebeacc,847,919,True,0.0
2025-09-06T11:37:55.137103,ultimate3,c8a9c505-8383-45fd-b693-05a71c7c2d9f,839,934,True,0.0
2025-09-06T11:38:04.154827,rbcr,5cdd465a-2c97-4b8b-bedb-99b3b4697541,833,985,True,0.0
2025-09-06T11:38:13.084335,rbcr2,3581f8cf-b38e-46e9-9d3d-71b0f6218c1d,804,997,True,0.0
2025-09-06T11:38:13.084519,rbcr2,96a4044f-e987-4cb9-868e-32ed13834747,825,996,True,0.0
2025-09-06T11:38:17.915759,ultimate3h,c81397ec-1cea-47f1-9e44-590bc614c2e3,843,937,True,0.0
2025-09-06T11:38:22.171057,rbcr,7b40d48f-71fd-47a3-9319-1701d3c64dec,843,989,True,0.0
2025-09-06T11:38:31.068103,rbcr,42c71484-f75f-4756-aa43-7dbcc7404758,848,972,True,0.0
2025-09-06T11:38:31.194917,rbcr,54c5c0dd-df0e-43e5-8be4-38a4734e5416,849,986,True,0.0
2025-09-06T11:38:53.821905,rbcr,e8ee4b7d-fa63-4329-9031-5b48531dd589,822,984,True,0.0
2025-09-06T11:39:00.421553,rbcr,b20a7b5e-d180-4b0f-b75e-6d9a859ee4f7,839,985,True,0.0
2025-09-06T11:39:00.456929,rbcr,14d86687-f593-42b3-a64f-7dea1ce9297f,825,979,True,0.0
2025-09-06T11:39:06.423987,rbcr,6b1163e8-145f-4d44-8067-0a9fbfecbfab,847,997,True,0.0
2025-09-06T11:39:10.699287,rbcr,8865a92b-2f78-47d9-824e-5692def53f47,820,973,True,0.0
2025-09-06T11:39:20.256863,rbcr,11049277-7f33-496b-829a-1400d2db40d3,781,984,True,0.0
2025-09-06T11:39:24.433475,rbcr,ab6632cf-ee06-4517-bea7-ebf2984d9583,831,966,True,0.0
2025-09-06T11:39:26.144752,rbcr,bd407172-6e17-4854-829d-ae52e3305928,830,986,True,0.0
2025-09-06T11:39:30.461327,rbcr,2d5b8e37-cc91-4787-9358-157eadc913e1,799,988,True,0.0
2025-09-06T11:39:30.542571,rbcr,2376f5a1-7501-4a00-b22a-21161519a40e,847,968,True,0.0
2025-09-06T11:39:36.954692,rbcr,72049865-84b2-4532-a4cb-f08730713c54,846,997,True,0.0
2025-09-06T11:39:53.217056,rbcr2,f385b696-80a2-4c60-bede-cc084ec9e149,828,966,True,0.0
2025-09-06T11:39:58.199723,rbcr,7ef46ff9-b6e8-4b5e-afd0-8b576ae34ff7,846,980,True,0.0
2025-09-06T11:40:00.461111,rbcr,f112d026-5266-4b51-bce8-1beca7fb5c32,842,994,True,0.0
2025-09-06T11:40:25.749131,rbcr,64857354-f412-41c6-87c8-0028b366f66f,837,981,True,0.0
2025-09-06T11:40:43.148965,rbcr,f91979c6-7ffe-413e-97ba-1fa1ef3d6af2,817,965,True,0.0
2025-09-06T11:40:43.207535,ultimate2,218412aa-b328-477a-84d1-f4ec50ce4cc9,848,932,True,0.0
2025-09-06T11:40:57.828617,perfect,be8edfdf-5353-4abd-b056-929a1a07ed0a,836,934,True,0.0
2025-09-06T11:40:58.437616,rbcr,ddc33b82-347b-45d6-b489-edf48bc2c8db,837,996,True,0.0
2025-09-06T11:41:04.843512,rbcr,61c0a68a-665a-4285-a765-ed03562ba90b,840,985,True,0.0
2025-09-06T11:41:16.637200,rbcr,ff138a22-6a74-405f-9f2e-8d20c9584623,847,988,True,0.0
2025-09-06T11:41:21.496832,rbcr2,0051f9d9-1499-4b04-bf7f-5d921c97ed73,818,980,True,0.0
2025-09-06T11:41:33.317552,rbcr,dbea759d-ee76-47ab-9fbe-8eec0a5708e0,830,975,True,0.0
2025-09-06T11:41:39.798531,perfect,2a29b08b-7f41-4b0d-999a-0a8916f32c29,815,926,True,0.0
2025-09-06T11:41:44.808357,rbcr2,d7c1132e-ceb2-4ed7-b854-25e22d46e51e,795,983,True,0.0
2025-09-06T11:41:45.013769,rbcr,bd2f17b5-0ade-4940-a4d6-4857e4d4a67d,844,984,True,0.0
2025-09-06T11:41:56.936248,dual,06257b42-0d42-478e-9eb4-12def1625f05,810,964,True,0.0
2025-09-06T11:41:57.075239,rbcr,c3660b74-f07b-43cc-b6f2-2ea3fcf37d01,831,996,True,0.0
2025-09-06T11:42:26.003520,rbcr,aaabc8ba-539a-472f-9c02-1b9999d53317,845,989,True,0.0
2025-09-06T11:42:37.380208,rbcr,225ae3e7-f64e-4ea9-8c66-be2ed2d63600,828,973,True,0.0
2025-09-06T11:42:42.111189,rbcr2,c7a8fa83-d862-479b-9773-5322d0ca8a3b,796,975,True,0.0
2025-09-06T11:43:11.534735,rbcr2,31e7442d-f573-45e1-b64e-d12db1558812,798,969,True,0.0
2025-09-06T11:43:31.408135,rbcr,f36817c8-3ee2-4eec-9bc0-a214347b855a,825,971,True,0.0
2025-09-06T11:44:03.131594,rbcr,478f9b8c-bafe-4a90-b13c-9568d8ee4f06,832,971,True,0.0
2025-09-06T11:44:21.217858,rbcr,1036f373-e903-4c1f-b389-d64801347d86,844,985,True,0.0
2025-09-06T11:44:25.925100,rbcr,18517dd7-31dd-483c-8bcd-b44703f89b97,847,982,True,0.0
2025-09-06T11:44:43.900376,rbcr,14049b50-e808-4a45-9be7-0c5b955ced18,822,961,True,0.0
2025-09-06T11:45:07.363964,rbcr,bced99e8-3de8-4901-b616-a393a6c1e446,794,972,True,0.0
2025-09-06T11:45:12.428274,apex,1faea71b-d3d8-4d6c-8025-f93c7161acad,832,924,True,0.0
2025-09-06T11:45:24.582302,rbcr2,53ee95fc-dc95-47b0-8757-3ecc10e5d70b,803,966,True,0.0
2025-09-06T11:45:43.828930,rbcr2,7e820d83-e15f-4c85-aa3c-406b7e7e80e3,815,973,True,0.0
2025-09-06T11:45:55.469811,rbcr,5b886528-df52-4f0b-b0d7-60217fc2d54a,844,995,True,0.0
2025-09-06T11:46:20.567431,rbcr,c26a4425-26bf-420b-8336-e30669fd0d80,829,968,True,0.0
2025-09-06T11:46:20.659663,apex,9337eb4f-291d-41b8-9901-4c3f8e8ed941,823,937,True,0.0
2025-09-06T11:46:27.755322,rbcr,691d8b81-ebe7-46d1-82dc-3ab07255ee17,829,983,True,0.0
2025-09-06T11:46:32.354811,perfect,bf9154cd-252b-4df8-8e6f-5aeaf068673b,839,911,True,0.0
2025-09-06T11:46:32.707387,rbcr,34286f65-6f72-4124-97e9-8baa1a9726aa,836,978,True,0.0
2025-09-06T11:46:34.611929,rbcr,7f7336d9-ef25-4d9e-b777-33440978ddc4,848,997,True,0.0
2025-09-06T11:47:02.113570,rbcr,ee531ba2-12b2-4575-a879-c67177db8aaf,825,972,True,0.0
2025-09-06T11:47:09.801993,rbcr,aa466647-8362-46d5-a4dd-eb7eedc5be94,828,991,True,0.0
2025-09-06T11:47:19.267294,rbcr2,2eefc93d-bf98-48a7-a697-8d0acf62459b,804,987,True,0.0
2025-09-06T11:47:31.604814,rbcr2,b41be293-301f-4d8d-a765-767735c58178,814,997,True,0.0
2025-09-06T11:47:36.414622,dual,bf4ae8ee-ba4a-420b-a4cc-c711ddc1dea6,847,960,True,0.0
2025-09-06T11:47:59.252551,ultimate3h,5328e72a-59a9-4d0f-922b-093a1e31430b,837,910,True,0.0
2025-09-06T11:48:22.510241,rbcr,d4806e08-af97-49ab-b27a-20c3390f9584,830,983,True,0.0
2025-09-06T11:48:46.995540,rbcr2,78ccfac0-0e16-4279-9c7c-053f267aaa33,812,996,True,0.0
2025-09-06T11:49:02.155294,rbcr2,b2a83ca3-344a-4852-b5a3-3ad703cd4a8b,771,999,True,0.0
2025-09-06T11:49:02.413962,rbcr2,7ac3e8e2-c5c9-424e-a992-6b409d5aa97e,814,975,True,0.0
2025-09-06T11:49:15.479620,ultimate2,3a581ab7-2d8e-4e48-b10b-331fad65a882,834,919,True,0.0
2025-09-06T11:49:39.748520,rbcr,e66e8d40-27f7-4c1e-ada4-d7095548cbb5,829,983,True,0.0
2025-09-06T11:49:52.138757,rbcr2,4d0bb81f-97f0-4c67-b0c9-282ba0333a6b,810,973,True,0.0
2025-09-06T11:50:08.299139,rbcr,1868b3c8-0880-4319-91eb-d098ab93fbd7,802,947,True,0.0
2025-09-06T11:50:15.531704,rbcr,a12411c6-1756-4819-b877-e42e870937bb,830,975,True,0.0
2025-09-06T11:50:56.447163,dual,cefee837-d2c1-486f-97ac-d0ba69c61353,827,916,True,0.0
2025-09-06T11:51:09.965091,rbcr,fdf782da-32a1-43ec-8f49-b8e19407908b,804,958,True,0.0
2025-09-06T11:51:10.006298,rbcr2,fd60e998-509a-4547-bc34-26165fbfa157,800,990,True,0.0
2025-09-06T11:51:14.843675,rbcr,286ffbe4-e14b-4cf1-a425-52f7dafd61a3,825,993,True,0.0
2025-09-06T11:51:19.811500,rbcr,c0c1e8e4-e96f-4266-a57b-8fb390c8e80d,839,978,True,0.0
2025-09-06T11:51:26.364079,rbcr,23d996b5-7e6a-4f54-87d1-5486b0fa4b05,824,987,True,0.0
2025-09-06T11:51:32.766827,rbcr,e600dd1f-7fee-4ce0-acca-1e23eb974773,846,990,True,0.0
2025-09-06T11:51:43.417586,ultimate3h,8ea1d42c-8e05-4723-abb5-22caf12ffc9e,848,921,True,0.0
2025-09-06T11:51:43.566795,rbcr,da2db3d6-7120-43f5-bbcf-cf6ca4436e31,821,984,True,0.0
2025-09-06T11:52:00.012463,rbcr,de28f748-3bde-4e7e-a5d6-a4cdcfdf7c0f,836,989,True,0.0
2025-09-06T11:52:07.860103,dual,86652706-c30f-4d90-be16-d8bc90f94cfc,846,968,True,0.0
2025-09-06T11:52:07.887011,rbcr2,76e76c8f-a644-4d93-a081-c78421cbfecb,810,991,True,0.0
2025-09-06T11:52:40.605078,rbcr2,84f0e3ee-7343-4f06-b2dd-3a65047d5a7f,813,953,True,0.0
2025-09-06T11:53:28.649423,ultimate3,cd73d94c-8476-472d-80b2-32cfcc7f96a9,812,919,True,0.0
2025-09-06T11:53:28.694190,dual,ec10ecc0-8266-49ea-9198-662e4a898b8c,817,973,True,0.0
2025-09-06T11:53:42.706362,dual,e6385454-d3db-4e8b-a8cf-5398332c544d,837,942,True,0.0
2025-09-06T11:53:47.989840,rbcr2,c1d7f841-e29c-46a0-8d7f-c97a3628fdb9,820,966,True,0.0
